Sample_ID,Cancer,O00182,O43927,O75144,O75509,O76036,O95727,P01127,P01133,P01730,P05113,P05231,P07585,P09038,P09237,P09341,P09382,P09601,P10144,P10147,P10747,P12544,P13500,P14210,P15692,P18627,P20718,P22301,P26842,P29965,P32970,P35968,P39900,P42701,P43489,P48023,P48061,P49763,P50591,Q01151,Q02763,Q13241,Q14116,Q15389,Q16790,Q8WXI7,Q92583,Q9BQ51,Q9NP84,Q9UQV4
ENDC_48,ENDC,1.28625,0.27355,0.03045,0.65635,,,-0.0377999999999998,1.82005,,-0.72985,,0.14945,,3.27545,0.89005,,,,,0.773,0.70085,,1.2262,1.16485,0.98165,0.99515,1.13465,0.8249,1.46565,,0.5392,1.5737,0.63995,0.86635,-0.0828,0.5666,0.9283,1.361,,0.09105,1.53855,-0.1804,0.45525,2.4914,1.3985,1.8354,0.1824,0.8401,1.01715
ENDC_49,ENDC,0.7486,0.56255,0.35295,1.0619,0.7939,1.53565,2.5112,3.18335,0.8176,1.99675,0.0798000000000001,0.3643,0.6064,2.6977,2.07465,1.27685,1.90935,-0.1462,-0.5404,0.9727,0.67855,1.04685,0.6095,1.3824,1.05905,0.88015,2.48765,0.8128,2.81435,0.0161000000000001,0.4502,1.4905,0.3827,0.8021,0.33785,1.19845,1.05815,1.22555,0.7011,0.45965,1.80945,-0.0393000000000001,2.03525,0.6572,1.84955,3.2535,0.5071,0.45815,0.37375
ENDC_5,ENDC,0.0393500000000001,0.54265,-0.3384,0.0724,0.691,0.13505,4.8232,5.3582,0.28085,1.74615,-0.8567,-0.7008,3.68105,3.1116,5.613,2.227,-0.0100000000000002,1.59815,-1.45075,0.04835,1.0616,0.0103000000000001,1.38315,2.3952,0.2472,0.71215,0.32315,-0.25475,4.43755,0.27225,0.1343,0.24345,-0.1095,0.3728,-0.09295,2.4123,0.3522,0.39865,0.17355,0.00555,-0.24055,-0.217,4.5242,0.10775,2.0458,4.02005,-0.3668,0.08795,-0.77685
ENDC_50,ENDC,0.81615,0.4869,-0.3432,-0.05945,0.29975,0.43435,-0.4976,1.25335,0.6413,-1.77745,-0.06135,0.14885,0.41875,1.64235,1.07665,0.69725,2.49625,0.4241,-0.56595,0.50325,0.8274,0.65945,0.19025,0.7511,0.38495,1.09475,1.11305,0.1421,1.07835,-0.11285,0.244,0.2313,0.1597,0.65015,0.5324,1.75815,0.72925,1.2756,-0.2395,0.22495,1.14095,-0.0257,0.30605,1.52555,0.91835,0.0056499999999999,-0.2166,0.29505,0.6464
ENDC_51,ENDC,0.62585,-0.7936,0.2099,0.62665,0.64585,0.91505,0.444,2.07415,0.6363,1.44575,0.14105,0.05265,1.13795,2.32615,1.20375,1.24755,1.83695,0.038,-0.40545,0.42055,0.8041,1.16475,-0.21845,1.0072,0.86255,0.93195,1.38935,0.1629,1.63525,0.74355,0.3821,0.7561,0.5138,0.50285,0.9294,0.56865,0.44065,1.3807,0.345,0.49215,1.20845,-0.2746,0.77255,1.02535,-4.16845,1.36155,0.1045,0.57315,-0.3946
ENDC_52,ENDC,1.14345,1.16935,0.0452,0.71185,0.6648,1.857,1.02315,2.329,0.955,1.92295,1.33925,-0.0891,0.9432,2.31475,0.5111,0.79585,1.41845,1.31655,-0.4951,0.7909,1.6464,1.14675,1.03175,0.70025,1.30585,2.15915,-0.1608,0.7542,1.4274,1.4767,0.68475,0.97375,9.9999999999989e-05,0.96185,0.33845,1.2047,0.8038,1.26865,0.7697,0.6593,1.7371,0.39605,0.801,1.13295,0.5487,0.83415,0.16985,0.66725,0.943
ENDC_53,ENDC,0.6261,0.3316,0.6147,0.8726,1.014,1.08705,1.0373,2.36295,1.74195,0.1129,2.4656,0.47525,1.5178,2.42715,0.98235,,,0.46395,0.35015,,1.153,1.8711,1.43555,1.9404,0.93805,0.46185,0.9039,2.03105,1.7498,0.61315,0.54325,2.2194,1.4297,1.41435,0.61005,0.8634,1.98675,0.91855,1.50935,0.47375,1.63275,0.3122,0.8231,0.66815,1.2344,1.73245,1.05175,1.3336,0.516
ENDC_54,ENDC,0.60375,0.5981,-0.0106,0.5363,0.26645,1.12275,1.40895,2.6973,1.0275,-0.3957,0.4877,0.06795,1.0738,2.86755,1.8805,1.05925,1.39455,-0.0435499999999999,-0.8242,0.4017,0.48935,0.65775,0.8827,1.7029,0.234,0.7015,1.57145,0.5448,2.05,0.956,0.4846,1.0516,-0.29125,0.6312,-0.26515,1.00955,1.12615,0.9006,0.3202,0.6458,0.7756,-0.43885,2.0285,1.5705,1.62415,0.6697,-0.0953,0.73875,-0.10475
ENDC_55,ENDC,0.46065,-0.6699,0.09905,0.7898,0.73315,0.42555,0.3376,0.46895,0.93205,2.76975,0.26535,0.14235,0.7248,2.48275,0.9332,1.1365,0.5897,0.8809,-0.81225,0.6721,0.724,1.28725,0.4532,1.1167,0.3841,0.5769,2.30805,0.25465,0.0066500000000002,0.80505,-0.08885,0.87455,0.60045,0.7065,0.2077,1.72945,0.78755,1.1746,0.39615,-0.19665,1.2131,-1.1034,1.7092,0.53175,-4.41965,0.57535,0.35365,-0.0056499999999999,-0.58185
ENDC_56,ENDC,0.8929,1.12765,-0.04105,0.0700999999999999,-0.023,1.11975,3.9654,5.50125,0.7232,0.50035,-0.1078,0.0364,2.9046,2.308,3.54385,1.16755,0.96955,0.6434,-0.6266,0.6774,0.89715,1.56555,0.9607,3.0507,0.81355,1.62435,0.06895,1.2173,3.76905,0.8798,0.7205,-0.3848,0.2651,0.1563,0.18435,1.80565,1.13725,1.14975,0.1315,0.26965,0.97535,0.6872,4.16695,0.2538,-2.44565,3.1225,0.3902,0.86475,-0.11715
ENDC_57,ENDC,1.3915,0.9745,0.2907,0.93245,1.336,1.54295,1.9718,3.35705,1.598,,2.42185,0.401,2.6024,3.10215,1.829,0.9808,0.6789,0.74475,0.3368,0.7567,1.01635,1.2677,1.4036,2.3937,1.1584,1.53615,,1.80015,2.549,0.3881,0.26165,3.5679,,1.73705,0.1315,,1.7028,0.8201,1.01625,0.42645,1.16865,0.3602,2.50605,1.72435,-0.4962,2.9605,0.89645,1.6394,1.55795
ENDC_58,ENDC,1.10655,0.26385,0.0356,-0.54785,0.5279,1.6166,4.29755,4.7708,1.0694,-1.65795,-0.16225,0.6369,1.7112,2.72065,2.4226,1.17415,0.92385,1.38655,-0.13,0.3404,1.2794,0.97665,0.94635,1.52005,0.79345,2.03105,1.0303,0.4098,2.6835,-0.2096,0.51165,1.22765,0.6852,0.32845,-0.13295,1.8418,0.9703,0.93265,0.3393,0.0327,1.2646,0.05175,3.2107,0.43125,3.9043,3.62535,0.42275,0.40145,-0.3074
ENDC_59,ENDC,1.61465,1.69595,0.25355,1.4977,0.96515,1.62635,1.04955,2.79225,1.44665,-0.3338,2.9298,0.21995,1.49505,2.07515,1.3212,2.04835,1.3257,0.47655,0.3395,0.401,1.60505,1.15915,1.724,1.89315,1.15185,1.30005,1.6731,1.6568,1.9779,0.7813,0.456,2.4718,1.5515,2.5267,0.745,1.01685,1.5129,1.1249,1.1256,0.2199,1.09585,0.85295,1.3264,0.8766,1.90335,1.93815,0.9217,0.91685,0.7477
ENDC_6,ENDC,-0.0728999999999999,-0.6398,-0.0636,0.59445,0.4501,0.46405,-0.4073,0.69425,0.3015,-0.9549,-0.18135,0.3637,0.4728,2.08935,1.3495,0.1234,0.2345,1.71005,-0.9998,0.9129,0.11535,0.0636000000000001,0.375,0.3857,-0.2441,0.36875,-0.0642,0.09155,0.4902,0.315,0.07515,-0.1416,0.39315,-0.15395,-0.0754,0.9475,0.3323,0.4476,0.09445,0.27835,0.0870500000000001,-2.0103,0.98635,0.49895,1.5277,-0.377,-0.37965,0.0816,0.20585
ENDC_60,ENDC,0.23025,-0.88185,-0.06595,0.3794,0.39225,-0.50465,1.65725,1.57075,0.60885,-0.8552,-1.1493,0.01265,0.68585,1.99465,1.8726,0.51225,0.2923,-0.41575,-1.2565,0.1697,0.27735,0.90035,0.4848,0.87155,0.22985,-0.81715,-0.0048,0.2965,1.6058,0.1935,0.1457,0.3123,0.3728,0.3228,-0.2945,0.83885,0.542,0.4117,0.007,0.1205,-0.35415,-0.44495,2.0901,-0.2179,1.10985,1.35595,-0.6569,0.46115,-0.4858
ENDC_61,ENDC,0.7542,0.1953,-0.02705,0.4071,0.22345,0.2859,1.21355,2.1672,0.8833,-0.29065,1.0295,0.04815,0.9744,1.9873,0.80785,1.41935,0.6756,1.0372,-0.6881,0.6688,0.97035,1.12935,1.08945,1.2292,0.2135,2.1399,0.38375,-0.0705,2.24665,0.8241,0.1197,0.9833,0.7367,0.37075,-0.56565,0.4813,0.47195,0.6311,0.27755,0.1578,0.7789,-0.21835,0.94175,0.1831,-2.8367,0.82125,-0.5138,0.8215,0.6279
ENDC_62,ENDC,0.22955,-0.0007999999999999,0.004,0.17415,0.1726,,2.32155,2.6696,0.1534,0.49,0.65725,-0.13585,0.387,0.87695,1.522,0.38415,0.90475,0.43045,-0.71615,0.40375,1.03635,,0.9255,2.12065,0.6132,0.80275,0.25235,0.5312,1.7751,0.0894,0.28375,0.63395,0.53025,0.23155,0.3443,1.1211,0.707,0.73895,0.30955,0.29895,0.45325,-0.31815,2.58595,0.2742,-1.52835,1.5604,0.14295,-0.60125,0.21125
ENDC_63,ENDC,0.16445,-0.3109,0.34915,0.1168,0.39115,1.24645,2.231,0.22625,0.80755,-0.61295,-1.07245,0.60905,0.1196,1.43985,1.0675,1.4227,0.9537,0.2566,-0.82295,1.04,0.6978,1.59255,0.7718,0.7127,0.557,1.2112,0.79595,1.04755,1.91825,0.88315,0.58095,0.74725,0.61575,-0.2251,0.6021,1.22385,0.78465,1.1461,0.52765,0.84395,0.8572,-0.8788,3.0426,1.43705,1.05675,0.43565,0.18225,0.75215,0.31855
ENDC_64,ENDC,,0.2947,0.14895,0.5699,1.02735,0.5162,,,1.47595,-2.85595,0.4701,0.35525,0.66675,2.08795,,1.1137,0.98045,1.00935,-0.83965,0.9842,0.48555,1.01935,1.13175,0.938,0.82095,0.3279,0.08485,,0.62975,1.33175,,1.57285,0.5583,1.1161,-0.0351,1.0538,0.9528,1.42195,1.1367,,1.04035,,,1.21625,1.6052,,1.1772,,1.10055
ENDC_65,ENDC,0.2158,0.083,-0.24335,-0.2958,,0.3157,0.26675,1.5733,,0.83815,,0.11065,,1.7777,1.52595,0.44135,1.0674,,,,0.25815,0.30035,0.60985,0.32,0.8313,0.5407,0.59705,-0.3288,0.90955,,0.4306,-0.4662,0.1488,0.40425,-0.41285,0.6156,0.57595,0.5128,,0.3017,0.3493,-0.60595,0.34435,0.1604,-3.154,0.90355,-0.1237,-0.5657,0.4075
ENDC_66,ENDC,1.6431,1.2838,-0.06975,0.9275,0.36355,0.9314,3.4488,4.67105,1.02875,-0.90815,-0.3948,0.26425,1.45985,2.07945,3.4622,1.4387,0.85515,2.17315,-0.80445,0.501,1.37215,1.14545,1.08595,1.2196,1.88605,2.1079,0.19355,0.75535,3.62235,0.85845,0.7137,0.85605,0.404,0.8369,-0.9374,2.0261,1.0627,1.51465,0.4386,0.27225,0.22325,-0.7878,3.2478,1.22125,-0.2405,2.86695,0.1276,0.4832,0.91935
ENDC_67,ENDC,0.78745,0.22605,0.1293,0.8295,0.6045,1.425,1.454,3.5971,0.7162,-1.1194,-0.014,0.3785,1.68685,3.09885,2.43955,0.8757,1.0052,0.35525,-0.8119,0.86195,0.6617,0.8523,0.50295,1.3886,0.91205,0.0314,2.4479,0.98835,2.8602,0.995,0.36045,1.9841,0.57385,1.0009,0.58455,1.45255,1.20605,1.2171,0.59765,-0.0012999999999999,1.48755,-0.5575,2.32975,-0.1223,-0.0283,1.15735,0.33305,0.34165,0.8856
ENDC_68,ENDC,1.35345,0.20475,-0.1623,0.683,0.58605,0.5338,1.0723,2.2464,0.70685,1.3937,2.89835,0.75845,0.5581,2.1852,1.09335,1.15675,2.21485,0.554,1.28975,-0.25245,0.1693,1.40985,1.00935,1.48805,0.3536,0.54695,1.25775,0.60785,1.06175,0.7367,-0.33665,1.4402,0.45265,0.48495,-1.0939,1.5276,1.22385,0.94705,0.6321,0.3323,1.04275,-0.5012,1.26465,0.48,1.903,1.2648,-0.0655,0.71265,1.08115
ENDC_69,ENDC,1.2664,0.29665,-0.2654,0.4933,0.20095,0.9284,0.51265,1.0481,0.67065,0.02105,1.26795,0.07995,0.52285,2.04535,0.6594,1.35115,1.3542,0.40855,-0.8868,0.74815,0.6057,0.65045,1.2349,0.7148,0.05845,0.5482,-0.1928,0.74545,0.48235,0.3719,0.52845,1.1686,0.2222,0.5973,-0.6042,0.83845,0.20725,0.76295,0.59805,0.7812,1.20335,-0.2806,0.82815,-0.248,1.55745,0.7494,-0.45205,0.23575,0.06055
ENDC_7,ENDC,0.3816,0.0918,0.20305,0.5763,0.66805,-0.0772,0.6188,1.94805,0.72785,-0.52325,-0.8193,-0.11755,1.24715,1.82075,1.3358,0.8477,1.08265,0.78755,-1.24745,-0.3519,0.27825,0.61855,0.19595,0.2293,0.41345,0.875,1.82845,0.81265,1.15035,0.34465,0.5622,0.81625,0.276,0.3127,0.5004,1.1426,0.4804,0.84265,0.3815,0.59595,0.48615,-0.6428,0.6826,0.60425,0.9562,2.00355,0.1684,-0.0528,-0.65465
ENDC_70,ENDC,0.88625,1.6307,0.2519,1.03735,1.46765,0.71335,0.2292,1.94705,0.9385,-0.16005,1.30205,0.05675,1.17015,3.09205,1.24395,0.91795,1.45175,0.5412,-0.08795,0.54725,0.2361,1.10195,1.12565,1.3451,0.50445,-0.63625,2.75945,0.8895,1.55395,0.75415,0.5932,0.5263,0.5172,1.35475,-0.1344,2.17135,1.01395,1.1664,0.9463,0.24675,0.68865,-0.2737,0.34715,0.38195,2.03075,-0.21255,-0.1387,0.69395,0.9697
ENDC_71,ENDC,1.06605,-0.115,0.42735,0.55735,0.6889,1.77975,2.5839,2.47055,1.33555,1.0655,2.616,0.31905,1.34705,3.2448,1.73725,0.9631,2.05285,0.4513,0.6456,0.7789,1.9021,1.60735,1.3267,1.9942,0.8554,2.31815,0.92735,1.25595,0.9668,0.4274,0.71645,2.3951,0.2123,0.66345,0.0112,1.20725,0.94845,0.87725,1.2852,0.2396,2.09475,0.68165,2.86,1.13575,1.72985,2.52015,0.8589,0.4474,1.1268
ENDC_72,ENDC,0.6808,0.2915,-0.18085,-0.6198,,0.441,3.06905,4.6676,,0.75345,,-0.65065,,2.7461,3.18275,1.48655,-0.0476000000000001,,,,0.99945,1.72745,1.41405,1.9418,0.7048,1.2767,0.39105,0.4502,3.54525,,0.3349,1.6443,0.7394,0.26435,-0.53555,1.2292,0.62815,0.5832,,0.0561,1.1393,0.04535,2.98075,0.6342,1.917,2.40435,0.5119,-0.5001,-0.3494
ENDC_73,ENDC,1.15025,0.7329,0.1074,1.21985,0.56025,2.34355,0.9327,1.73235,1.0049,0.95325,-0.09795,0.18455,0.78225,2.60295,1.37165,1.55185,0.81345,1.2438,0.13545,1.34005,1.263,0.97905,0.78225,1.2366,0.80255,2.25615,0.81305,1.0546,1.28845,1.26895,0.2225,1.2755,0.5964,1.02205,0.3437,1.32095,0.94435,0.9913,0.8277,0.35045,1.40155,-0.4695,0.94125,0.29735,-0.28385,1.40215,0.6602,0.84265,1.4946
ENDC_74,ENDC,1.13735,0.7359,-0.11795,0.9741,0.67285,0.32815,3.08865,4.4527,1.0025,1.42665,0.82675,0.54555,2.4031,2.8236,2.91695,1.73425,0.62465,2.214,-0.0790500000000001,0.8859,1.5292,1.2663,0.90885,2.17975,0.9355,2.4168,1.32925,0.888,4.1099,0.7932,-0.42615,2.62775,1.11495,0.72815,0.02795,2.29475,1.97745,0.80265,0.7771,0.27685,0.43425,-0.27555,2.4277,2.08685,1.8978,4.55735,0.3741,1.3949,-0.3178
ENDC_75,ENDC,-0.1621,-0.46,0.0718,0.87115,0.4843,0.80005,-0.5624,-0.31365,0.3731,-0.7546,-1.17755,0.6541,0.294,1.61185,1.5794,0.6206,0.5237,0.76645,-1.3562,0.7154,0.31875,0.799,0.4549,0.4016,0.0797,-0.22185,0.1756,-0.04775,-0.5139,-0.0319999999999999,0.67925,0.6581,0.43945,0.49735,0.6231,1.2967,0.9271,0.7316,0.15095,0.59585,0.14895,-1.1292,0.32255,0.97315,2.7652,0.4928,0.34605,0.3694,0.78695
ENDC_76,ENDC,1.07345,0.3055,0.13155,1.0172,0.55395,0.89035,2.4467,3.46085,1.25875,2.46515,0.27365,0.82615,1.6766,2.87875,1.8398,1.4804,0.663,0.1781,-0.40885,0.8211,0.9448,1.29595,1.4425,1.8556,0.5778,1.9856,-0.10545,1.28305,2.67115,0.72625,0.69095,2.04905,0.53415,1.2537,-0.4851,1.40005,1.31085,1.4458,1.11725,0.45015,1.4187,0.1134,2.9632,1.67855,2.20785,2.88905,0.31815,1.05555,1.64735
ENDC_77,ENDC,1.3194,0.0113,,0.42945,,,3.5156,4.01405,,-1.70245,,-0.0617,,2.24975,2.01985,1.49125,1.087,,,0.54605,0.7284,,1.8717,1.6843,,1.2153,0.8924,0.91565,3.0786,,0.31395,0.6134,0.8114,0.9749,-0.65995,2.14295,0.9865,0.96405,,1.3006,1.5291,0.0436,2.74295,0.9473,,2.30055,,0.1004,0.3345
ENDC_78,ENDC,1.07265,-0.15855,0.1823,0.6803,0.0397500000000001,1.33145,0.0277000000000001,1.0394,1.16825,3.9371,1.42135,-0.0466,0.68425,2.4384,0.8702,1.3321,0.6708,0.434,-0.98235,0.52415,1.5822,0.76805,1.2172,1.15205,1.53575,1.59475,0.9313,0.11235,0.7205,1.25495,0.5668,1.3695,0.38975,0.60415,-0.3952,0.943,0.56765,1.47315,0.5212,0.60785,1.22015,-0.4134,0.3408,0.49915,2.67635,0.20945,0.30355,-0.03025,0.6018
ENDC_79,ENDC,0.83055,-0.5819,0.2149,0.9889,1.43605,0.6533,-0.0138499999999999,1.4586,1.41345,0.7572,0.06935,0.9521,1.7256,3.15965,0.90465,1.23165,1.54305,1.37805,0.0631999999999999,0.8111,1.0696,1.4528,0.72485,1.102,0.60045,1.3055,0.54875,1.054,1.735,0.58025,0.4756,1.84195,0.63665,0.6649,0.19345,1.0061,1.1175,0.8822,0.8516,0.6031,1.18605,-1.25075,0.5231,1.07585,-3.78815,1.9065,0.53505,0.87435,0.29665
ENDC_8,ENDC,0.42375,-1.0383,0.13065,0.7218,0.41115,-1.13695,1.5152,1.53355,0.81595,-1.04095,0.97115,0.00475,0.53,2.26075,1.0451,0.6468,1.6273,1.9044,-1.50985,0.3072,-0.0755,1.07705,0.8622,1.1936,-0.1299,-0.442,3.01355,0.21395,1.05725,0.69595,1.18555,0.48215,0.06675,0.0073999999999999,-0.26,2.11475,0.67395,0.6365,0.58755,1.33695,-0.1117,-1.1491,1.5778,1.02555,0.37805,0.89795,0.27855,0.45175,0.83675
ENDC_80,ENDC,1.32285,0.7236,0.2779,1.3037,1.31645,1.79205,0.69295,1.4015,1.248,0.3388,2.3532,0.48485,0.9891,2.67185,2.1758,1.53305,1.78915,0.63975,0.2276,1.7468,0.99895,1.40825,1.3544,1.5129,1.3037,0.5921,2.60735,2.02,1.6237,1.2468,0.3946,1.2241,0.65445,1.4859,0.53305,1.11245,1.53755,1.188,1.46,0.4427,1.3809,0.66305,0.6877,0.4925,-2.63955,0.9828,1.1032,1.16255,1.29655
ENDC_81,ENDC,0.50275,0.54395,-0.0934,0.35285,0.43655,1.03975,-0.2695,0.52475,1.03285,-0.5417,2.9854,0.1071,0.5519,3.4557,1.18405,0.4676,0.60605,-0.93975,-0.55455,0.16115,0.68615,0.99135,1.56855,1.0029,0.4697,0.88225,1.02535,0.9384,0.3703,0.4821,0.6557,0.76955,-0.12615,0.6198,-0.9142,1.55075,0.92755,0.20715,0.5017,0.3223,1.1246,-0.7471,0.0598000000000001,0.9973,2.71525,-0.0669499999999998,-0.49385,0.3297,-0.68955
ENDC_82,ENDC,0.34495,-0.1597,0.12455,0.38985,0.4653,0.41385,-2.0681,-0.29155,0.89635,3.3348,0.3278,0.61265,0.0914500000000001,1.734,0.0849500000000001,0.7181,1.01265,0.0918000000000001,-1.3197,0.4541,0.3538,0.68895,0.3019,0.2186,0.3261,-0.09915,0.12535,0.54975,-0.0559999999999998,-0.4336,0.18125,0.9344,0.3745,0.40245,0.2106,1.60725,0.75385,0.56945,-0.0602,0.3159,0.29745,-0.87235,-1.0848,0.64035,0.45525,1.33295,-0.0125,0.0276,0.9539
ENDC_83,ENDC,0.34945,0.05915,0.0347,0.6362,0.239,0.1358,2.3723,2.8155,0.5243,-0.9717,0.922,0.2463,0.22445,3.02545,1.25335,0.5051,1.5504,0.97995,-0.9693,0.44805,0.41,1.8234,0.95485,1.7645,0.26535,0.3182,0.6994,0.0061499999999999,1.7682,0.9938,0.75135,1.0613,0.11445,0.2931,0.48215,1.59645,0.88725,1.1418,0.52335,0.2538,0.40745,0.6058,2.71505,0.9384,0.8733,1.50305,0.68935,0.19685,-0.2185
ENDC_84,ENDC,0.59225,-0.9945,0.09165,0.13805,0.454,-0.3038,2.17005,2.84795,0.76215,-0.37075,0.82665,0.0238,0.603,2.51355,1.53195,0.94915,1.01755,0.3906,-0.76055,0.5388,0.598,0.4573,0.8249,1.2008,0.82,0.50135,-0.5298,0.33005,2.44305,0.23435,0.4885,1.2626,-0.0406,0.41,0.60635,0.96875,0.9507,1.3175,-0.1075,0.3613,1.1776,-0.91985,1.9348,0.5639,-3.5232,1.50205,0.54225,0.2661,-1.6996
ENDC_85,ENDC,1.1273,-0.4416,0.07705,0.73,0.95115,2.827,0.1245,0.92345,1.24945,-1.21695,-0.4141,0.55975,0.20275,2.26845,1.2188,0.989,1.84995,1.39995,-0.0884499999999999,-0.2732,2.20945,0.90365,0.30255,0.6519,1.65475,2.9134,-0.03825,1.71895,0.89565,0.78085,0.4519,0.15695,0.2599,0.3848,1.047,1.5953,1.1544,1.36905,0.5078,0.57915,3.02925,-0.2707,0.1698,0.36475,0.7917,0.83725,0.7671,0.3678,0.72125
ENDC_86,ENDC,0.82325,-0.2817,,0.83045,,,1.62145,1.98645,,0.11345,,0.09645,,1.82225,2.24795,,,,,0.32675,1.2226,,0.4223,0.6433,,0.8178,0.8798,0.90755,1.44205,,0.04215,1.8647,-0.0643,1.0821,0.6586,0.67335,0.53525,1.00255,,-0.0995,1.67385,-0.2878,1.63455,1.96535,,1.0916,,-0.3594,0.47785
ENDC_87,ENDC,1.206,0.55345,0.1306,1.3681,1.14345,-0.5141,2.63845,4.9556,1.12815,-1.54965,0.72795,-0.12075,2.83525,3.33015,3.7209,2.27505,0.9499,2.50575,0.3542,0.49155,1.1615,1.21445,1.2772,1.9638,0.42765,-0.4289,-0.4754,0.96925,3.88215,0.2112,0.55245,2.4967,0.6017,1.6182,-0.3876,1.35335,1.75405,1.24735,0.99065,0.5555,-0.01345,-0.158,2.54755,0.9455,-0.67885,2.1354,0.67875,1.65605,1.61735
ENDC_88,ENDC,0.56555,-0.29975,-0.0785,0.42455,0.29845,1.06655,2.4562,3.29205,0.58185,0.6722,0.752,0.5261,1.9699,3.0191,2.70305,1.0136,1.23075,1.24225,0.09535,0.32465,1.01095,1.04265,1.16055,1.4063,1.3536,1.05255,5.23055,0.2937,2.1267,0.5252,0.2365,0.79735,-0.05605,0.4891,-0.343,1.30835,1.34875,0.86765,0.6756,0.2973,1.3062,0.0858,0.6991,0.9515,3.68675,1.01155,0.43115,0.1334,0.14725
ENDC_89,ENDC,1.8211,1.196,0.202,1.5901,1.82715,2.36825,-1.58085,-1.014,1.55935,-1.06775,3.0919,1.06175,-0.0818500000000001,2.97175,1.9316,1.7305,0.73685,0.03585,0.4121,1.59595,1.0462,1.79115,2.25005,1.96555,1.26745,1.76735,1.7557,2.05645,0.419,1.4618,0.57005,2.5869,1.07245,2.4976,0.6389,1.09645,2.08045,1.2534,2.1121,0.4113,1.7181,-0.0221,-1.49765,1.0248,1.9119,0.41995,1.23085,2.629,1.3683
ENDC_9,ENDC,0.85985,-0.36425,0.47975,0.6789,,0.88805,2.52965,3.80695,,-0.2993,,0.18035,,2.51295,1.7988,,,,,0.6794,1.33995,1.16425,0.3765,1.18295,0.41675,1.79545,1.5925,0.6138,2.6624,,0.5576,0.1868,0.252,0.629,0.0299,1.26885,0.5502,1.246,,0.3246,0.58865,0.27735,2.2898,0.5965,1.17175,1.04175,0.5425,0.49305,-0.0611999999999999
ENDC_90,ENDC,0.5738,0.4384,-0.0027499999999999,0.2255,,-0.4806,1.75215,3.4342,,-0.50905,,-0.26375,,2.1224,1.96275,0.93935,0.632,,,0.314,0.25715,0.91375,0.75775,0.327,0.629,0.512,0.18315,-0.4665,3.50255,,0.302,0.3836,-0.0381,0.14135,0.00065,1.045,0.59075,0.9881,,0.1546,0.6214,-0.83555,2.35285,0.6205,0.8558,3.31535,0.0237000000000001,-0.1482,0.1899
ENDC_91,ENDC,0.69395,1.0317,0.1127,0.24265,0.4712,-0.05345,2.31895,2.7096,0.8917,0.6256,1.54125,-0.44375,0.6937,1.39135,2.6843,0.69805,1.59715,4.15035,-0.33885,0.41395,1.85515,2.00465,1.6576,1.94755,1.2312,1.04855,1.14485,0.2978,1.9171,0.8494,0.69205,3.76355,1.42075,0.56205,0.0029,1.3886,0.9551,0.76045,-0.13075,0.38805,1.70715,1.13465,3.01175,0.4329,1.76065,1.0913,0.29005,0.56445,0.46275
ENDC_92,ENDC,0.54815,-0.7358,0.0153,0.666,0.78825,0.1855,0.0419500000000002,1.5036,0.63065,0.5602,-0.52615,0.2372,0.5519,1.35375,0.96125,0.90365,1.10895,-0.24065,-0.9675,0.7174,0.3245,0.8896,1.11225,1.4315,0.28845,-0.7195,0.76435,0.7714,0.7597,-0.23995,0.4398,1.57475,0.33765,0.6294,0.20075,0.8392,1.0287,1.0452,0.489,0.0793,0.28955,1.83795,1.0613,0.62895,2.58625,-0.0800999999999998,0.04325,0.59365,0.38255
ENDC_93,ENDC,0.77545,-0.3961,-0.01115,0.47645,0.2501,0.0568,2.37865,2.61345,0.83445,1.81015,0.11455,-0.0525,0.948,1.82615,2.54085,1.18635,0.90425,2.1637,-0.99745,-0.1742,0.6951,1.7549,0.9121,0.8556,0.1378,1.11625,1.2083,0.16335,1.84805,0.44575,0.3562,0.4085,0.906,0.5025,-0.10805,1.06395,0.8694,0.6789,0.1159,0.1748,1.1446,-0.40345,1.9229,0.1737,-2.5913,3.12185,0.38695,0.2718,0.7942
ENDC_94,ENDC,0.3755,0.0531,-0.0491,-0.18515,-0.6832,0.79745,3.9795,4.51025,0.7976,1.497,2.59935,0.7977,1.9913,2.34705,1.9159,,,1.89655,-0.6906,-0.0641000000000001,0.48165,1.8212,1.3138,1.9619,0.3107,1.40035,0.6494,-0.90635,2.0243,0.0956000000000001,0.23825,0.4864,0.40465,-0.07035,-1.0424,1.5154,0.4395,0.2465,0.09705,0.60545,0.79055,-0.3232,3.57015,-0.0543500000000001,1.8923,3.1072,-0.28205,-0.3524,-1.04915
ENDC_95,ENDC,1.51685,0.2235,0.16685,1.1187,0.94965,1.17525,3.52915,4.6568,1.0019,0.76685,-1.33875,1.39475,0.4633,-0.6288,2.33275,2.00855,1.37385,2.6526,-0.49615,0.8757,1.3097,0.8173,1.10475,1.18345,1.4696,3.4276,0.02205,1.0524,4.0418,1.0819,0.29465,1.49705,1.19635,1.15485,-0.05345,2.38605,1.20755,0.99215,1.0108,0.61415,1.49955,-0.20105,2.2338,0.18135,-0.7178,3.20105,1.024,0.9243,1.4913
