Sample_ID,Cancer,O00182,O43927,O75144,O75509,O76036,O95727,P01127,P01133,P01730,P05113,P05231,P07585,P09038,P09237,P09341,P09382,P09601,P10144,P10147,P10747,P12544,P13500,P14210,P15692,P18627,P20718,P22301,P26842,P29965,P32970,P35968,P39900,P42701,P43489,P48023,P48061,P49763,P50591,Q01151,Q02763,Q13241,Q14116,Q15389,Q16790,Q8WXI7,Q92583,Q9BQ51,Q9NP84,Q9UQV4
BRC_94,BRC,1.10025,-0.14585,-0.09465,1.0172,0.83095,0.67425,1.11045,1.25805,0.94955,-0.492,0.7421,-0.00675,0.34845,2.26665,0.7,1.03505,1.5189,0.54195,-0.5104,0.869,0.46245,0.85785,1.7151,1.03535,0.39125,0.43135,0.256,0.7774,1.3336,0.6604,0.5622,0.2893,0.7253,1.2493,-0.0328,0.89095,1.2062,0.7564,1.0468,0.3208,1.24055,-0.08305,1.0233,0.6257,-4.17315,1.36715,0.1765,1.35255,1.1798
BRC_95,BRC,1.3321,0.725,-0.0090999999999999,1.1139,1.03255,1.64145,0.99435,2.216,1.43785,0.00275,1.2358,0.83275,1.32095,2.16175,2.6193,1.2769,1.69595,1.10605,0.1049,1.25725,1.8423,1.07555,1.19295,1.78635,0.57875,1.90545,0.8564,1.17005,1.8515,0.9173,0.77855,1.2189,1.23955,1.2408,0.8608,1.15685,1.34845,1.4974,1.2267,0.5648,2.1999,0.6315,0.73665,0.6248,-4.0157,1.01115,0.69095,1.204,1.4252
BRC_96,BRC,0.4828,0.3234,0.0823,0.34935,-0.1149,0.81805,-0.3763,0.95685,0.8632,0.2731,0.39015,0.1254,0.507,1.61295,1.7287,0.3474,0.9453,0.43615,-1.017,0.5697,0.38835,0.2071,0.3391,0.4718,0.7321,1.37355,0.9724,-0.04415,0.5171,0.4523,0.92285,-0.456,0.73315,-0.0206500000000001,0.2439,1.2395,0.4692,1.096,0.45675,0.74585,0.88565,0.1977,-0.10505,0.51095,0.8565,1.1445,0.25285,-0.034,0.98735
BRC_97,BRC,0.9128,0.37705,-0.07325,0.4715,0.1141,0.91775,2.0987,3.14885,1.029,0.03435,1.6621,0.201,1.7321,2.4138,0.99875,0.94535,0.44345,0.6711,-0.5153,0.6868,0.93435,2.00745,1.8533,1.8031,0.12585,1.38085,-0.11595,1.237,2.34765,0.6641,0.3089,2.8484,0.7098,0.5182,-0.60355,1.58035,0.64995,0.20225,0.6445,0.55295,0.01085,0.0499,2.48555,0.4148,2.23875,2.3973,0.0376,0.93385,1.21735
BRC_98,BRC,1.56025,2.8817,-0.01345,1.2999,1.01335,0.81435,2.9268,3.26975,1.29915,1.77345,2.92155,0.13835,1.3767,2.91835,2.2242,1.2325,0.9693,0.949,-0.0167499999999999,1.1984,1.4574,1.55715,1.9407,2.158,1.0555,1.3227,-1.03655,2.03125,2.86365,0.50155,0.47145,1.65905,0.95235,1.895,0.7714,0.59765,1.53375,1.0261,0.81755,0.55535,0.8888,0.2723,3.1422,2.19425,0.26185,2.96075,0.69295,1.31185,1.81665
BRC_99,BRC,,0.2165,0.3838,0.36465,0.8735,0.60495,,,1.05855,-0.94965,0.4049,-0.00885,1.48885,2.44545,,1.44815,1.58045,-0.0020999999999999,-0.2723,0.2776,-0.3592,1.7554,1.04255,0.96335,0.9177,-0.9172,1.26135,,1.4383,0.21175,,0.0117999999999999,0.3325,0.57425,0.0557,0.54595,0.85735,0.7059,0.7765,,0.5894,,,0.33565,2.82575,,0.53545,,0.3551
CLL_1,CLL,-0.27915,-0.7204,-0.0273,0.04765,-0.5476,1.04255,0.93945,2.38115,0.35245,-0.96755,-0.4192,0.57765,0.8257,1.58455,0.85965,0.55775,1.62455,0.7143,-0.64665,0.67915,0.3853,1.58835,0.1991,0.7107,0.6847,1.1558,-0.1955,1.28925,1.75415,1.05985,0.31585,0.4001,0.5544,0.3987,-0.0318,1.49825,0.39935,0.35965,-0.7114,0.3171,0.98985,-0.6096,1.13845,0.85215,0.7815,-0.0251999999999999,-0.0451,-0.0083,0.36085
CLL_10,CLL,,0.43615,1.12185,1.4445,,1.72295,,,,-0.1329,,,,,,,,,,1.6748,1.20305,3.21055,1.1078,1.27585,4.03375,,1.4385,,4.0255,,,0.2328,0.534,2.8873,0.8073,2.05235,1.2594,1.0614,,,1.37015,,,0.9962,-1.89445,,0.7975,,0.633
CLL_11,CLL,,1.24525,0.65235,2.0763,2.48065,3.13715,,,2.58395,-1.28645,0.55385,0.375,7.85115,2.6196,,1.98865,1.6256,3.7415,4.4149,2.81105,3.26285,1.82725,0.83355,0.85095,3.29555,4.5436,5.0909,4.0545,1.17875,3.56325,0.4519,1.84445,3.14045,4.43635,0.7633,1.5072,1.07095,0.92715,2.98415,0.4948,2.03115,,,0.6034,1.2732,,1.11315,0.5808,2.0533
CLL_12,CLL,0.48385,0.6034,0.22935,0.40165,0.0251,1.5118,2.13515,1.92615,0.79915,-1.35995,0.89035,0.2403,0.7851,2.46075,1.37455,0.50545,2.91395,2.2168,-0.00765,1.2971,1.049,1.395,0.6858,1.0731,1.826,1.74745,2.9448,1.46005,1.39615,1.93905,0.3874,1.2195,1.2782,0.4887,0.40155,1.75845,0.8187,0.7039,1.732,0.5833,0.4692,-0.16915,2.1065,0.437,1.1687,2.51415,0.05695,-0.0038,1.1298
CLL_13,CLL,0.42485,-0.9843,0.32735,0.497,0.31335,0.83635,0.2478,1.22075,0.67415,-0.27815,-1.21655,0.11245,2.0946,2.06985,0.7194,0.8868,0.8499,0.661,-1.07825,0.2015,1.0081,1.00065,0.0367,0.6047,0.5341,0.6555,1.42005,0.55205,1.59655,1.57535,0.27125,0.44665,0.24155,0.5463,-0.2216,0.0316499999999997,0.70925,0.8828,0.85375,0.21375,0.3889,-0.7032,1.0977,0.73115,0.0478500000000001,0.16285,0.18345,0.61355,1.10355
CLL_14,CLL,0.7461,1.3314,0.5657,1.638,0.81765,1.77695,4.41515,4.221,1.18475,-0.06365,-0.0143,0.28475,5.42625,2.31285,2.5246,1.0388,1.56665,1.36555,-0.7213,1.92885,1.6131,2.16035,1.27945,2.47015,1.44515,2.40645,1.094,1.78425,3.3631,1.6524,1.12275,-0.1194,1.44375,1.3491,1.3357,1.91445,1.35455,1.764,1.0994,0.9231,1.4919,-0.1695,3.10495,0.9848,1.2105,2.81335,1.03385,1.0627,0.7195
CLL_15,CLL,1.29885,0.03455,0.21215,0.3227,1.93615,2.28235,2.73655,2.89765,1.56335,0.6172,-0.1843,0.04285,4.66545,2.47495,1.949,0.96365,0.8125,2.70725,1.563,1.6075,1.84975,0.45745,1.2634,2.82725,4.36925,2.64085,3.7929,3.7372,2.5897,4.3213,0.2892,0.8061,2.02,2.139,0.5301,1.01505,1.1374,0.8745,0.6491,-0.1134,2.52595,0.45975,3.4926,0.351,1.69445,2.04225,0.1059,0.21205,-0.53
CLL_16,CLL,1.02315,0.26505,0.6309,1.18275,1.15005,1.64705,2.1558,2.65985,1.22665,-1.6423,1.2873,0.2405,1.6207,2.6462,1.03085,1.1344,1.50115,1.06485,-0.00675,0.94085,0.93435,1.35255,1.38585,1.6608,0.8789,0.91675,1.66345,2.0276,1.7523,1.1632,1.0496,1.63795,0.49755,1.5651,0.7048,1.39055,1.78555,1.61765,1.2264,0.4485,1.2876,0.5712,1.7596,0.0618,0.70825,0.60845,1.20485,0.9893,2.04765
CLL_17,CLL,2.6568,1.34285,0.913,1.1949,0.98805,3.0587,2.80875,4.2274,0.85755,-0.37025,-0.15685,0.17965,7.50655,1.20275,4.5804,2.54385,2.7034,1.86445,1.1907,3.21655,2.1808,1.29185,1.0065,1.3755,4.98155,5.3359,2.3295,3.94915,3.44685,4.3268,0.54705,1.4365,2.1656,4.6454,1.2258,0.89285,1.10105,0.54325,2.11835,0.7549,1.65485,2.3535,2.50895,0.8638,1.40645,2.2138,0.88615,0.77545,1.57855
CLL_18,CLL,0.46385,0.7341,0.42735,0.67145,0.8493,1.6668,1.19225,2.93155,0.50035,-0.97875,-1.66965,-0.1124,5.269,2.17465,1.48595,0.98165,0.80165,0.5858,-0.26655,1.0372,0.899,0.3767,0.6228,1.1688,1.9631,0.97935,1.3135,1.60625,1.92215,2.18705,0.2261,1.2209,1.0268,1.2707,-0.04865,0.71935,0.9135,0.8731,1.1457,0.0935,1.0015,-0.17035,1.6665,0.5184,-3.6009,1.73895,0.16545,0.7722,0.4693
CLL_19,CLL,2.85685,2.8423,1.6246,2.83855,2.76575,3.37165,-1.2324,-0.25265,2.3188,-0.49395,4.28045,1.24335,0.28885,2.65095,3.33705,1.67835,1.44655,1.6941,2.89255,3.09535,2.1298,1.91345,1.04425,2.0316,2.10385,3.53395,2.11385,5.1622,0.16165,6.66275,-0.358,2.1553,3.1174,5.05875,0.6285,-0.10275,1.84765,0.1364,6.3449,0.73635,0.39005,1.9209,-0.67705,1.90975,-1.75585,1.77665,1.224,2.56455,2.1082
CLL_2,CLL,0.71575,0.8872,0.1135,0.51535,0.61675,1.74695,2.2363,3.15555,0.9078,-0.84865,-0.65155,0.32085,1.31215,1.54535,3.72735,0.80035,0.76165,0.3934,-0.04645,0.86995,1.355,0.47395,0.56035,0.77,0.49485,1.00735,3.13715,1.9889,3.09675,2.14705,0.5148,0.0097999999999999,0.8218,1.36065,0.6198,1.27315,0.80575,0.8171,1.3447,0.33255,0.65975,0.1779,1.76515,1.39875,1.83775,1.01845,0.5291,0.35425,0.4206
CLL_20,CLL,2.52555,1.86105,1.192,1.3092,1.9926,3.60885,0.8849,2.3839,2.31995,0.38065,-0.5782,,5.78235,,2.4504,1.6576,2.6948,2.14845,3.51215,,2.4651,0.7438,1.36925,0.7712,5.4265,,2.85085,4.65025,1.58615,5.04745,0.6806,2.10265,2.3355,4.1973,1.70505,1.0975,1.3654,0.49545,2.68185,0.46895,1.26505,4.4703,1.5591,0.83615,-0.9476,2.00245,1.2635,0.72125,2.11035
CLL_21,CLL,,1.6716,0.22,0.18775,-0.1903,,,,-0.10835,-0.45405,0.2073,0.58505,2.2426,1.72015,,0.47015,0.39525,1.599,-1.11075,0.54895,0.6105,,0.413,0.3539,1.0995,1.4365,-0.0857,,0.31885,1.60475,,0.8788,0.1606,0.9624,-0.6078,0.68415,0.56005,0.87835,0.3173,,0.36655,,,0.58845,-4.2961,,0.0704,,-0.43685
CLL_22,CLL,0.9068,1.7964,-0.1373,0.7537,-0.0246,0.77715,2.8867,4.12245,1.11895,-0.2667,2.1052,-0.14105,1.7835,3.08425,1.86435,1.0435,-0.0865000000000002,0.39525,0.36325,1.304,1.095,1.0874,1.26025,2.2431,0.0630500000000001,1.25175,1.2743,2.03795,3.0587,0.84765,0.54155,2.2852,0.7703,1.23985,-0.70125,1.2864,0.94245,0.85245,1.19515,0.10435,0.94065,0.0698,2.2345,0.62885,-0.166199999999999,2.31355,0.13925,0.5087,1.1713
CLL_23,CLL,1.0922,0.5179,0.56135,1.2581,1.05085,1.2814,1.2948,1.55005,0.78205,0.61905,1.5076,0.74985,2.42965,2.51975,0.0455999999999999,1.276,0.83195,0.29295,-0.48555,0.8838,0.56275,0.99125,1.42465,1.5178,1.09275,-0.4582,1.67525,2.13355,1.68015,1.76215,0.2985,2.06085,1.6925,1.7992,0.3876,1.9285,1.4417,0.87325,1.219,0.31535,1.11735,0.1434,1.2502,2.29495,1.7752,2.24825,0.6113,1.4303,0.63405
CLL_24,CLL,0.53445,-0.70885,0.31375,0.87255,0.16855,1.4774,2.4833,3.21735,0.825,,0.6732,,3.24965,,1.34715,0.8469,2.5706,0.54065,-0.2525,1.1804,0.40995,1.3478,0.4642,1.33955,2.32465,,,1.8032,2.67955,0.8134,1.0178,2.4882,,0.66765,0.2629,,0.5729,0.8252,0.5496,0.88365,0.46605,-0.6542,2.92905,0.4162,-4.2299,0.7045,0.4932,0.516,0.84555
CLL_25,CLL,1.49005,2.97545,0.0348,0.5842,0.3365,0.3161,4.3049,4.9499,0.5759,-0.7724,2.2396,-0.0647,2.18575,2.39165,4.46655,2.0755,0.644,0.53435,1.3847,1.71225,0.5898,1.1228,1.31595,2.3619,2.26505,0.3173,1.317,1.45865,3.8731,0.6937,0.26905,2.4143,1.16875,1.8003,-0.32175,1.79065,1.11385,0.8141,1.61955,0.9314,0.63545,1.2241,3.45935,1.5214,2.1026,4.44515,0.65265,0.0801500000000001,2.3859
CLL_26,CLL,,1.05625,0.98245,0.9374,0.78955,3.43965,,,1.77975,0.84095,2.92765,0.6732,1.61395,2.5906,,1.56035,1.8711,2.8137,3.3052,2.52245,2.78165,1.65265,0.72715,0.90855,6.04225,4.7185,3.7302,,1.15505,4.12685,,0.93425,2.52775,3.58075,0.8881,1.2741,1.94495,0.53395,1.47725,,1.04265,,,0.5255,-3.1939,,0.99405,,2.0372
CLL_27,CLL,0.54805,0.5452,0.72905,0.3781,-0.44395,0.63565,4.04485,4.0736,0.7362,-1.43175,0.23855,0.36625,3.4233,2.4626,2.01015,0.70445,1.63405,0.7371,-0.11655,0.87,-0.0055,0.9225,1.13865,1.63175,2.1339,0.2788,2.52955,2.1863,3.2608,1.6138,0.56385,-0.18595,1.25135,0.72885,-0.38105,1.79845,0.51415,0.45515,0.7491,0.34425,0.08765,-0.47555,3.7621,0.55435,1.7043,1.74475,-0.0084,0.2418,2.2986
CLL_28,CLL,2.38425,1.2519,0.87805,0.77695,1.95575,3.32745,-1.39985,0.0943999999999998,1.8516,-2.42805,1.63505,0.28065,6.54135,2.188,1.7647,1.1781,2.43195,2.01755,2.79575,2.23815,2.31105,1.20375,1.07125,0.6267,4.0573,3.7223,3.16415,,0.71865,5.5424,,1.39215,2.7869,3.76995,0.86115,0.9343,1.39525,0.90195,2.55605,,1.4882,1.79805,-0.0763,1.2143,-3.01975,1.56975,1.13895,,0.7903
CLL_29,CLL,1.05845,0.3263,,0.81225,,,3.5739,4.63995,,4.55695,,0.47005,,2.40615,3.79025,,,,,1.0083,0.8811,,1.35595,2.86545,,0.4834,2.66935,1.2022,3.3846,,0.0065999999999999,1.1728,0.4779,0.89995,0.5681,2.01705,1.56095,1.2077,,0.4119,0.7968,-0.0709500000000001,3.4458,0.07795,,2.21475,,-0.02605,0.203
CLL_3,CLL,0.76595,1.1174,0.5738,0.5086,0.45275,1.6811,2.38705,2.0213,1.12565,-0.874,-0.26915,0.1137,7.8854,1.58965,2.09985,0.36695,1.18345,1.17175,-0.0463,1.4008,1.1203,1.2142,0.92075,0.7141,1.44865,0.7543,2.69385,2.5949,2.2793,2.86075,-0.4829,2.17655,1.40185,1.8661,0.53075,1.1268,0.6203,0.9692,1.5944,0.1064,0.24425,0.44135,2.691,0.79565,-3.39445,2.4409,-0.17565,-0.38645,1.46995
CLL_30,CLL,2.32395,3.1368,1.47585,2.4811,2.10695,3.03775,-1.549,-0.24195,2.14155,1.25325,1.01515,0.93065,1.5032,3.26285,4.0604,2.0057,4.048,0.5237,2.37805,2.7508,1.5612,2.62875,1.0105,1.5305,3.2928,0.8049,1.09345,4.39035,2.07815,2.87195,0.18295,2.30305,2.63895,4.8985,0.2497,1.00315,1.65195,0.7455,3.27595,0.43225,0.628,0.833,-0.514,1.41535,1.63025,2.66165,0.96315,1.71275,2.06495
CLL_31,CLL,1.71795,0.9653,1.34175,2.09155,2.1167,1.7276,-0.59885,0.14805,1.51665,-0.89245,-0.07195,0.7377,4.8291,3.07615,1.82855,0.81115,1.76745,2.1356,5.19985,1.8731,0.8834,2.2409,0.5286,1.1503,4.8677,-0.0839500000000002,1.9707,4.85175,0.61315,3.59015,0.4693,1.3252,3.389,4.6019,-0.12765,0.51315,1.6391,1.2398,3.4534,0.8657,1.0522,0.14125,-0.1301,0.4494,-1.2042,0.11615,1.30185,1.0334,0.5487
CLL_32,CLL,0.57985,0.307,0.4991,0.9863,0.53955,1.46515,1.11075,1.7354,0.3846,-0.2242,0.6071,0.77505,3.1185,2.19815,0.6964,1.22285,1.18975,2.00595,-1.034,0.9347,0.73195,1.32015,0.0789000000000001,0.9238,0.6072,2.5422,1.23325,1.2735,1.0846,1.7172,0.6758,0.6476,0.84525,1.0828,0.59605,1.30335,0.98865,0.5378,0.6822,0.5075,0.3202,-0.97195,1.1332,1.3298,-1.26045,0.5933,0.4825,-0.03585,-0.39665
CLL_33,CLL,1.5664,0.0347,0.68525,0.6477,0.10705,3.4533,-0.3151,0.87185,1.15995,,0.7362,0.65685,4.61065,2.10075,1.3663,1.2476,1.75465,0.06335,4.42395,,0.82015,1.88105,0.54585,0.6803,3.83335,0.4209,,4.17945,0.97965,1.37195,-0.1305,1.25055,,2.5401,0.1997,,1.1624,0.09285,1.6553,0.25195,-0.53195,0.1243,0.3242,0.39445,2.7715,-0.49535,0.2264,0.021,-0.10905
CLL_34,CLL,1.11245,1.8096,0.7722,1.35215,0.4802,1.63485,0.56135,1.30665,1.33385,-0.57075,-0.1037,0.70235,6.8299,2.97505,0.87205,1.01445,1.01025,0.3472,0.79835,1.02685,0.7882,1.63845,0.7711,1.362,0.7368,1.3529,0.49,3.23205,1.89785,1.49975,0.50355,1.9552,1.1026,2.6144,-0.2781,1.08925,1.09945,0.99625,1.6676,0.7312,0.99155,0.1711,1.07515,1.21695,0.9071,1.7509,0.6253,1.3264,0.41645
CLL_35,CLL,0.7108,-0.3621,0.12995,0.4674,0.91845,1.4501,3.42935,5.3383,0.7236,-0.70265,0.7083,0.24535,5.0589,2.3551,3.06985,0.51735,1.3261,2.3578,-0.2672,,1.09595,0.94905,0.72215,1.2227,1.2995,1.9879,1.63665,1.2996,4.65215,1.3872,0.5612,1.6455,0.5753,0.71215,-0.14485,2.2898,1.01485,0.299,1.18575,0.3926,0.4705,0.63845,3.35475,0.9388,1.2359,4.15795,0.276,0.081,0.367
CLL_36,CLL,1.21835,0.12895,0.60165,0.5238,,,2.8998,4.1758,,-0.83965,,0.6432,,2.9036,2.13645,1.84695,2.3585,,,0.73125,1.49065,,1.45455,2.29415,1.74725,2.5983,2.4267,1.5569,2.42795,,0.6552,1.59895,1.41615,1.27165,0.4275,2.0204,1.11105,0.97155,,0.2553,1.17525,0.96415,2.6012,1.0538,0.6736,1.9056,0.55925,0.4647,1.0797
CLL_37,CLL,0.67075,1.18345,,0.31195,0.20475,1.3977,6.096,7.23525,0.5788,,1.2811,,4.88775,,5.00465,3.3006,1.108,2.63475,-0.7231,,1.40085,1.15,1.9621,4.15885,,,,1.166,5.86855,1.0529,0.0697,0.2413,,0.85595,-0.7035,,0.7169,0.3313,0.235,0.07115,-0.61265,1.6644,5.22365,-0.4029,,4.7303,,-0.5168,0.56215
CLL_38,CLL,1.8865,2.4391,0.7448,1.2075,1.05645,2.293,0.3359,1.5858,2.08045,-1.276,0.8039,0.16415,8.0166,1.8956,2.05615,0.9282,1.4414,1.56865,1.2957,2.3092,2.6859,1.49505,0.694,0.82035,1.7441,3.3702,2.22745,2.8244,1.38775,3.5582,0.4221,1.8738,2.33365,2.95875,1.1198,0.92235,0.59915,1.56835,2.7355,1.20625,1.89525,1.4231,0.59925,1.3919,1.54665,2.47735,1.3503,0.2962,1.2849
CLL_39,CLL,1.4752,1.3845,0.39605,0.8489,1.04065,2.4624,2.6761,3.19185,1.41295,-0.82185,2.376,0.49025,1.63875,2.50155,1.8717,1.2607,0.38595,0.34335,1.31955,1.4144,1.38105,1.19425,1.35155,1.8885,3.48665,1.1842,0.41925,2.83645,3.14545,1.68345,-0.3786,2.54275,1.3842,1.9612,0.8,1.7701,1.2682,0.84235,2.023,0.22805,1.58115,-0.2864,3.1239,0.31685,0.5733,0.86865,0.4259,0.4193,0.73705
CLL_4,CLL,1.15385,1.98345,1.0279,1.03725,0.84525,2.85085,2.365,3.10395,1.23325,,1.4647,0.2017,6.835,1.8505,1.96585,1.5149,1.22185,0.98325,0.61585,1.98935,1.41705,0.92985,1.44805,1.1126,1.1545,1.22455,,3.8221,3.5065,5.2583,0.5548,1.08865,,2.3849,0.6126,,1.00495,0.74455,1.5968,0.5214,1.148,0.1709,2.9548,-0.1087,1.39985,3.37685,-0.06575,0.3928,0.19335
CLL_40,CLL,0.69785,-1.471,,0.8946,0.82345,0.7877,0.0192500000000002,1.014,0.28055,,1.28185,0.063,4.2208,1.90995,0.03725,0.97235,0.83455,0.67515,-0.0136000000000001,0.8089,0.5395,0.8431,0.28145,0.6537,,1.1202,,1.4268,1.0033,1.10825,0.3964,0.67385,,1.4741,0.19945,,0.8735,0.8402,0.996,0.111,0.78255,-0.64525,0.2231,0.66155,,1.7963,,0.52515,1.76555
CLL_41,CLL,1.64745,1.7494,0.4112,0.65265,0.15765,1.97505,0.1845,1.16625,1.6773,-0.62745,3.27875,0.38205,2.43275,2.91505,2.45095,0.94965,0.89905,-1.3542,2.69035,0.82335,0.518,2.48035,0.83685,2.0861,5.78125,0.70865,2.16245,3.9493,2.30395,1.70695,0.3016,1.7042,1.361,2.31065,-1.4242,0.59355,1.42595,-0.2085,1.7529,0.66735,1.05035,1.0374,0.81525,0.20365,1.69215,-0.00295,0.449,0.24575,-0.2459
CLL_42,CLL,2.78245,3.3126,0.4385,1.25515,0.5987,2.07885,0.61875,0.99455,1.32805,-1.18415,0.4434,0.82755,0.9938,2.74515,1.92385,3.59625,2.77295,0.5923,4.19575,0.99955,1.0769,1.13705,2.3357,1.3071,3.715,2.5196,1.9246,4.00605,2.36215,2.43815,0.48425,2.2222,2.2775,3.6442,-0.4498,1.15625,1.46915,0.58905,2.9992,1.0413,0.92015,0.571,0.46045,0.75015,2.357,0.5154,0.7123,1.0487,0.83205
CLL_43,CLL,1.21415,1.15035,0.0919,0.95975,0.54695,0.70225,1.1931,2.30075,1.36605,3.2413,0.394,0.6048,1.5239,2.865,2.53805,0.9842,0.52055,1.27525,0.38995,0.74575,0.89355,1.49795,1.40905,1.6929,0.9786,1.12515,2.26455,1.9449,1.7429,2.2918,0.1529,1.96675,0.18005,0.9544,0.2558,0.49795,0.99835,1.05675,1.0718,0.2019,0.3312,0.0299,1.37,0.7701,2.00025,0.23725,0.19935,1.9147,-0.28985
CLL_44,CLL,0.55115,-0.1645,0.29275,1.0135,1.24195,0.71595,1.8765,2.47195,0.95605,2.79295,1.70205,0.70265,5.4661,2.54605,4.7145,1.4686,1.5876,2.7029,-0.58125,1.0402,0.5763,1.17885,0.5669,1.5646,0.6968,2.2497,0.55245,0.85805,2.07015,0.91055,0.18715,1.43965,0.84015,0.9799,0.5538,1.20405,1.53285,0.3269,0.47755,0.33855,0.8558,-0.3591,2.3509,1.01425,-2.93045,1.51955,0.45095,1.27315,0.65915
CLL_45,CLL,1.0543,0.6196,0.8771,0.741,0.8487,2.09725,0.4251,2.26775,1.45005,,0.5125,0.15435,1.5103,2.04725,2.11975,1.2519,1.0547,0.91165,1.31825,1.231,0.8769,1.3404,1.40175,0.1225,2.31405,1.00585,,2.14445,2.0128,1.55715,0.41605,2.3228,,1.78375,0.32515,,1.58725,0.98455,1.66445,0.65205,1.70355,0.1655,0.4706,1.11715,0.4012,2.63985,0.80165,1.0926,1.6154
CLL_46,CLL,1.7944,1.3385,0.21195,1.0452,1.28425,1.0969,1.234,2.38715,1.27435,-0.09305,1.212,1.14815,1.07375,3.19375,7.1917,1.6679,1.02345,1.06265,1.22525,1.4244,1.20395,1.99525,1.42755,1.771,2.66885,2.9766,0.09155,2.94455,1.38415,1.81595,0.5059,2.28465,1.2694,2.5278,0.0688,1.6549,1.9092,1.03485,1.5545,0.38235,2.40615,0.3076,1.2448,1.51075,3.1173,1.21885,0.6764,2.0483,2.02225
CLL_47,CLL,0.72775,0.79375,0.488,1.1154,0.33775,1.36505,-0.9419,0.1617,1.07265,-1.1498,-0.17385,0.5483,4.09915,2.6699,1.3345,0.8053,1.0694,0.6461,-0.46925,1.07645,0.8163,0.91485,0.9796,1.11935,0.93675,1.27795,1.9252,1.54625,0.8763,1.07555,0.2953,2.08,0.90785,1.87875,-0.1133,1.1015,1.42315,0.93335,0.8269,0.36185,0.35865,-0.4,-0.0433999999999999,0.53415,1.58315,1.72985,0.66485,1.03755,0.8855
CLL_48,CLL,0.8992,0.6646,0.3109,0.4543,0.28205,1.8422,1.0417,2.7203,0.89045,0.0335000000000002,3.3293,0.65105,5.9794,2.7504,2.08555,0.8751,1.4874,2.09435,-0.1599,1.4654,1.2362,2.03745,0.4797,1.38055,1.3037,1.1789,2.72115,1.4356,2.50835,2.3287,-0.0053,1.3429,0.83275,1.32355,-0.2098,1.57445,1.50745,0.43615,0.2179,0.53935,0.49685,0.4169,1.22525,0.784,-4.19675,0.94585,0.8469,-0.1525,1.2561
CLL_5,CLL,0.58515,0.4771,0.26075,0.44755,0.5783,1.33105,2.2032,2.99725,0.75865,1.1284,-0.1702,-0.18085,1.83145,2.3466,1.79105,1.0955,0.66315,1.9528,-0.3138,1.4646,2.005,1.09585,0.3771,1.0057,2.3859,1.85675,0.97115,0.94015,2.4477,1.0077,0.80575,0.0199999999999999,0.5047,1.41265,0.5722,1.23235,0.65065,0.59985,0.7505,0.373,0.30555,-0.30435,1.2593,-0.08505,-0.46735,3.10975,0.4743,0.3272,0.8933
CLL_6,CLL,0.191,-0.385,0.20675,0.10205,-0.1761,0.8606,1.6095,2.81645,0.24005,-0.13725,-0.62375,0.3306,0.8155,1.87655,1.15875,0.86665,0.414,-0.1033,-0.98105,0.47115,0.9132,1.0019,0.2393,1.4006,1.26415,0.4713,0.2905,1.14215,2.4094,0.68025,0.41195,0.6308,-0.0978,0.6089,-0.27155,1.27585,0.4244,0.18445,0.06375,-0.0517,-0.2535,-0.4524,1.75585,0.1012,0.7203,1.60525,0.23235,-0.3135,-0.24
CLL_7,CLL,0.7235,1.9976,0.5933,0.46785,0.1355,2.18315,1.7307,2.69775,1.4077,-0.2441,-1.10285,0.4011,5.0635,2.27315,1.7853,,,0.86925,-0.3392,1.8173,1.93185,1.2545,-0.0100000000000001,1.0377,2.7298,2.64315,2.4526,2.22225,2.0417,2.8361,0.45065,0.5156,1.68635,2.24995,0.874,1.4318,0.9865,1.6372,1.99995,0.17035,1.19645,-0.0407,2.76785,0.65055,0.4835,2.732,0.17665,0.3086,0.76875
CLL_8,CLL,0.35025,0.17745,0.1574,0.3156,0.26495,0.9163,2.4143,4.4443,1.20125,0.0937,0.34325,-0.19095,3.4809,2.3348,1.96075,0.72335,0.22355,1.5226,-0.42705,0.76125,1.1758,0.92425,0.82045,1.90875,0.4322,1.11415,1.95135,1.82415,3.45555,1.6738,0.60615,0.6692,0.81085,1.21835,0.4289,1.2336,0.78705,1.08265,0.5566,0.6672,0.64815,0.1671,3.39885,0.1567,0.0808000000000002,1.4144,0.7953,0.50065,0.20835
CLL_9,CLL,1.23645,-0.0098999999999999,0.19845,0.90695,0.8427,0.0771,1.87865,2.62385,1.69585,-1.54395,1.63635,0.0058,5.9231,2.19865,1.44325,1.78505,2.39435,2.5653,0.24145,0.9641,0.4958,1.2158,1.7618,1.7616,-0.1174,2.12595,-0.3422,2.23065,2.46625,2.55445,0.939,2.1677,0.784,1.485,0.36825,0.62855,2.0634,0.7469,1.3182,1.4112,0.5241,0.33555,1.1047,-0.1986,-1.2065,1.06445,0.19045,0.2034,0.235
CRC_1,CRC,0.306,-0.7634,-0.10415,0.2319,0.65965,0.7874,2.42535,3.9628,0.2935,1.28065,0.0106000000000001,,2.5952,,2.34165,1.34935,0.9202,3.7286,-0.8383,,1.17665,0.59005,0.59575,0.4341,0.3154,,1.01775,0.4074,3.54485,0.2881,0.0426,0.7431,0.0909,0.40595,0.27715,1.2359,0.60125,0.7952,0.17075,0.2747,1.5353,0.19865,2.07275,-0.1111,1.5864,3.44395,0.1468,-0.4169,0.1549
